CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
5913986,2013,2014-01-23,9730,2013-01-17,1245,019837,,4,1,9,2700,0,3,5,,2,007,"GEIL ST","SANCHEZ ST",62.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,F,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.76943,-121.75808000000001,MONTEREY,UNINCORPORATED,-121.7578381,36.7695808
5916804,2013,2014-01-22,9730,2013-01-31,1840,019700,,4,2,9,2700,0,2,4,,1,023,"CARMEL VALLEY RD","RANCHO FIESTA RD",10.00,W,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,01,23152,A,F,C,C,A,A,H,-,D,D,0,,,,,Y,Y,A,08,0,2,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.7752224,36.513838700000001
5916812,2013,2014-02-03,9730,2013-02-06,0902,019837,,3,1,9,2700,0,2,4,,1,023,"CARMEL VALLEY RD","CARMEL KNOLLS DR",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,D,22,1,0,1,0,0,0,0,0,0,"- ","- ",36.5441,-121.90519999999999,MONTEREY,UNINCORPORATED,-121.90489289999999,36.543774900000003
5916832,2013,2014-01-31,9730,2013-02-02,2119,019315,,6,2,9,2700,0,3,5,,2,004,"OLD STAGE RD","ENCINAL RD",30.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.53104020000001,36.626826399999999
5916840,2013,2014-01-17,9730,2013-01-28,1205,018820,,1,1,9,2700,0,3,5,,2,006,"HITCHCOCK RD","DAVIS RD",25.00,E,N,B,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,Y,Y,,G,25,0,1,0,0,0,0,0,0,0,"- ","- ",36.658479999999997,-121.69197,MONTEREY,UNINCORPORATED,-121.69189419999999,36.6586286
5916860,2013,2014-01-22,9730,2013-01-17,1700,018946,,4,2,9,2700,0,3,5,,2,005,"SAN JUAN GRADE RD","RUSSELL RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.64110290000001,36.730285000000002
5916863,2013,2014-01-27,9730,2013-02-02,1025,13631,,6,1,9,2700,0,3,5,,2,004,"IVERSON RD","JOHNSON CANYON RD",0.00,N,N,B,-,N,,,,,,,,,,Y,3,0,1,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,0,,,,Y,Y,,G,27,0,1,0,0,0,0,0,0,0,"- ","- ",36.536749999999998,-121.42738,MONTEREY,UNINCORPORATED,-121.4180028,36.526555000000002
5916871,2013,2014-02-03,9730,2013-02-07,0805,018820,,4,1,9,2700,0,2,4,,1,073,"SAN MIGUEL CANYON RD","FORREST LN",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.829720000000002,-121.67843000000001,MONTEREY,UNINCORPORATED,-121.6783829,36.829515000000001
5639816,2013,2015-01-14,2708,2013-01-20,1911,96860,,7,5,6,2708,0,0,0,,0,012,"SOUTH SANBORN RD","MCGOWAN DR",0.00,,Y,A,-,N,,,,,,,,,,Y,1,1,1,2,-,-,"- ",,,F,D,C,A,A,H,-,C,A,0,,,,,Y,,-,"- ",1,0,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.6277329,36.670884899999997
5639869,2013,2015-01-16,2706,2013-03-07,0908,119,MPD,4,5,4,2706,0,0,0,,0,003,"RT 68",RAGSDALE,2640.00,E,N,B,-,Y,MON,5,68,-,-,7.580,H,-,W,Y,1,1,2,3,A,-,05,21460,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,A,01,1,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.81851639999999,36.573112700000003
5927378,2013,2014-01-25,2706,2013-02-16,1927,479,MPD,6,5,4,2706,0,0,0,,0,00Z,MUNRAS,"EL DORADO",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,"- ",,,N,G,B,E,A,H,-,C,A,0,Y,,,,Y,Y,N,60,0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8935029,36.592725000000002
5930046,2013,2014-02-08,2706,2013-03-10,0152,851,,7,5,4,2706,0,0,0,,0,001,"LIGHTHOUSE AV",ARTILLERY,620.00,N,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,01,23152,A,N,A,C,A,A,H,-,C,D,0,,,,,Y,Y,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,0,0
5930050,2013,2014-02-08,2706,2013-03-07,1135,627,MPD,4,5,4,2706,0,0,0,,0,001,DAVID,NEWTON,0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.91116289999999,36.613615000000003
5930054,2013,2014-02-08,2706,2013-03-01,1624,954,,5,5,4,2706,0,0,0,,0,001,LIGHTHOUSE,WASHINGTON,1584.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,F,B,C,A,A,H,-,A,D,0,,,Y,,Y,,-,"- ",0,1,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,MONTEREY,-121.8947435,36.604624200000003
5930058,2013,2014-02-08,2706,2013-03-01,1535,590,,5,5,4,2706,0,0,0,,0,003,"MONTEREY-SALINAS HWY",OLMSTED,540.00,W,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8515687,36.583745100000002
5930396,2013,2014-06-16,2709,2013-01-19,1300,1432,2709,6,5,1,2709,0,0,0,,0,ALL,"SAND DUNES DR","WEST BAY AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,"SAND CITY",-121.852673,36.614404899999997
5931614,2013,2014-12-02,9730,2013-02-27,1440,013533,,3,2,4,2706,0,1,3,,2,062,"RT 1","CASA VERDE WY",40.00,N,N,A,-,Y,MON,5,1,-,R,78.480,H,-,N,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8641075,36.5992514
5931626,2013,2014-02-05,9730,2013-03-01,1025,013631,,5,1,9,2700,0,3,5,,2,005,"OLD STAGE RD","NATIVIDAD RD",1056.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,05,21460,A,N,B,C,A,A,H,-,A,D,0,,,,Y,Y,,G,25,0,0,1,0,0,0,0,0,0,"- ","- ",36.738880000000002,-121.60082,MONTEREY,UNINCORPORATED,-121.6002182,36.737938499999998
5931662,2013,2014-11-20,9730,2013-03-02,1435,019837,,6,2,9,2700,0,1,2,,1,070,"RT 101","DUNBARTON RD",528.00,S,N,A,-,Y,MON,5,101,-,-,100.260,H,-,N,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,5,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.63363459999999,36.843362999999997
5931666,2013,2014-07-18,9730,2013-03-04,0625,014800,,1,1,9,2700,0,3,5,,2,007,"CASTROVILLE BL","PARADISE CYN RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,22450,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
5931669,2013,2014-11-20,9730,2013-02-19,2018,19934,,2,2,9,2700,0,1,2,,1,070,"RT 101","ECHO VALLEY RD",211.00,N,N,B,-,Y,MON,5,101,-,-,98.730,H,-,N,Y,4,0,1,4,A,-,05,21460,A,N,A,C,A,A,D,-,D,D,5,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.63009750000001,36.8219195
5931670,2013,2014-02-05,9730,2013-03-03,1020,014800,,7,1,9,2700,0,2,4,,1,073,"SAN MIGUEL CANYON RD","PARADISE CANYON RD",600.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
5932954,2013,2014-02-03,2706,2013-02-17,1822,103,,7,5,4,2706,0,0,0,,0,003,"NORTH FREMONT","CASANOVA AV",124.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,01,23152,A,N,C,C,A,A,H,-,C,A,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8535969,36.597656800000003
5933453,2013,2014-12-02,9730,2013-03-03,0155,20233,,7,3,4,2706,0,1,3,,2,062,"RT 1","MARK THOMAS DR",80.00,W,N,B,-,Y,MON,5,1,-,R,78.030,R,1,N,Y,3,0,2,1,A,-,01,23152,A,N,F,A,A,A,H,-,C,D,1,,,,,Y,Y,D,22,0,2,0,0,0,0,0,0,0,TO,"- ",,,MONTEREY,MONTEREY,-121.8707416,36.594349800000003
5933466,2013,2014-12-02,9730,2013-03-09,0935,17184,,6,1,9,2700,0,1,3,,1,022,"RT 1","ATHERTON DR",12.00,S,N,A,-,Y,MON,5,1,-,-,73.130,H,-,N,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.90942750000001,36.545525300000001
5933469,2013,2014-11-20,9735,2013-03-02,1510,18069,,6,2,9,2700,0,1,3,,1,035,"RT 198","PEACH TREE RD",19536.00,E,N,B,-,Y,MON,5,198,-,-,17.800,H,-,E,Y,3,0,2,2,A,-,05,21460,A,N,A,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-120.7716599,36.192857199999999
5933470,2013,2014-02-06,9730,2013-03-12,1435,19837,,2,2,9,2700,0,3,5,,2,002,"TASSAJARA RD","CARMEL VALLEY RD",1584.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
5933477,2013,2014-02-01,9735,2013-02-22,1815,019330,,5,2,9,2700,0,3,5,,2,001,"MISSION RD","FORT ROMIE RD",93.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,Y,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.407420000000002,-121.35812,MONTEREY,UNINCORPORATED,0,0
5933494,2013,2014-02-06,9730,2013-03-09,1145,14800,,6,1,9,2700,0,2,4,,1,073,"HALL RD","SAN MIGUEL CANYON RD",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,3,2,A,-,12,21453,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,1,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6952529,36.859294900000002
5933498,2013,2014-04-12,2708,2013-02-19,0755,00001,,2,5,6,2708,0,0,0,,0,,"NATIVIDAD RD","ROGGE RD",0.00,,Y,B,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,2,0,0,0,0,0,0,"- ","- ",36.737569999999998,-121.61752,MONTEREY,SALINAS,-121.61612289999999,36.728295000000003
5933502,2013,2014-11-20,9730,2013-03-08,0528,14800,,5,3,9,2700,0,1,2,,1,070,"RT 101","ECHO VALLEY RD",3168.00,N,N,A,-,Y,MON,5,101,-,-,99.290,H,-,N,Y,4,0,3,2,A,-,03,22350,,N,C,C,A,B,D,-,B,D,5,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.62908470000001,36.8296688
5916875,2013,2014-12-01,9730,2013-02-05,0905,017851,,2,1,9,2700,0,1,2,,1,070,"RT 101","ESPINOSA RD",0.00,,Y,B,-,Y,MON,5,101,-,-,91.900,I,5,S,Y,2,0,2,2,A,-,09,21801,A,N,D,C,A,A,D,-,A,D,5,,,,,Y,,D,22,1,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6576281,36.736388300000002
5917442,2013,2014-01-27,9730,2013-02-20,1140,016666,,3,1,9,2700,0,2,4,,2,063,"BLANCO RD","COOPER RD",528.00,E,N,A,-,N,,,,,,,,,,Y,3,0,2,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,2,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.73331279999999,36.678663899999997
5917446,2013,2014-11-20,9730,2013-02-22,1618,019981,,5,2,9,2700,0,3,5,,2,006,"BLACKIE RD","RT 101",70.00,W,N,A,-,Y,MON,5,101,-,-,94.280,I,6,S,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,D,-,A,D,5,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6691651,36.771531899999999
5917458,2013,2014-12-02,9730,2013-02-24,1430,017184,,7,2,4,2710,0,1,3,,2,062,"RT 1","FREMONT BL",528.00,N,N,A,-,Y,MON,5,1,-,R,80.840,H,-,N,N,4,0,1,3,A,-,04,21703,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.8392264,36.626327199999999
5917501,2013,2014-12-02,9730,2013-02-19,1205,016537,,2,1,6,2708,0,1,2,,1,050,"RT 101","MARKET ST",163.00,N,N,B,C,Y,MON,5,101,-,-,87.440,R,1,S,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,B,H,-,A,D,1,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,TO,"- ",36.678750000000001,-121.64209,MONTEREY,SALINAS,-121.64244290000001,36.680464899999997
5917505,2013,2014-01-27,9730,2013-02-19,1650,018298,,2,2,9,2700,0,3,5,,2,002,"LAURELES GRADE RD","SOUTHVIEW RD",1056.00,S,N,B,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,B,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.515450000000001,-121.75649,MONTEREY,UNINCORPORATED,-121.7571238,36.522295800000002
5917517,2013,2014-12-02,9730,2013-02-23,0314,018966,,6,3,9,2700,0,1,2,,1,030,"RT 101","MORISOLI RD",300.00,N,N,A,-,Y,MON,5,101,-,-,61.290,R,2,S,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,1,,,,,Y,Y,D,22,0,1,0,0,0,0,0,0,0,FR,"- ",,,MONTEREY,UNINCORPORATED,-121.3211728,36.414734899999999
5918450,2013,2014-01-29,9735,2013-02-14,0750,17681,,4,1,9,2700,0,3,5,,2,003,"METZ RD","ELM AV",2.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,A,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.32226,-121.18239,MONTEREY,UNINCORPORATED,-121.19954079999999,36.340249700000001
5918454,2013,2014-11-20,9735,2013-02-03,0030,19263,,7,3,9,2700,0,1,3,,1,035,"RT 198","GRIFFIN RD",8976.00,W,N,A,-,Y,MON,5,198,-,-,20.560,H,-,W,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-120.7381709,36.198867700000001
5990057,2013,2014-01-23,2708,2013-01-25,0947,76998,,5,5,6,2708,0,0,0,,0,008,"EAST ALISAL ST","FRONT ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,04,21703,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64934289999999,36.674615000000003
5990061,2013,2014-01-22,2708,2013-01-15,1626,31967,,2,5,6,2708,0,0,0,,0,048,"LINCOLN AV","CENTRAL AV",300.00,,N,A,-,N,,,,,,,,,,,3,0,1,2,A,-,09,21801,A,N,A,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,MONTEREY,SALINAS,0,0
5942568,2013,2014-02-06,9730,2013-03-07,0730,15638,,4,1,9,2700,0,2,4,,1,073,"SAN MIGUEL CANYON RD","PRUNEDALE NORTH RD",75.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.665909,36.801679499999999
5942572,2013,2014-11-20,9730,2013-03-08,0527,18543,,5,3,9,2700,0,1,2,,1,070,"RT 101","ECHO VALLEY RD",3168.00,N,N,B,-,Y,MON,5,101,-,-,99.290,H,-,N,Y,4,0,2,2,A,-,07,21658,A,N,B,C,A,B,D,-,D,D,5,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.62908470000001,36.8296688
5943442,2013,2014-01-30,9730,2013-02-01,1700,19315,,5,2,9,2700,0,3,5,,2,007,"PRUNEDALE NORTH RD","JOANNA RD",100.00,N,N,B,-,N,,,,,,,,,,N,2,0,1,1,A,-,01,23152,A,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,Y,C,02,1,0,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
5943446,2013,2014-10-31,9730,2013-02-01,1630,19233,,5,2,9,2700,0,1,3,,1,014,"RT 1","LITTLE SUR RIVER",200.00,N,N,A,-,Y,MON,5,1,-,-,56.190,H,-,S,Y,4,0,1,2,A,-,05,21460,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.8870029,36.334344899999998
5946219,2013,2014-12-11,2708,2013-01-17,1420,76998,SALIN,4,5,6,2708,0,0,0,,0,007,"RT 183","CLARK ST",400.00,E,N,A,-,Y,MON,5,183,-,-,1.610,H,-,N,Y,4,0,1,2,A,-,01,23153,A,N,C,C,A,A,H,-,A,D,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.6716129,36.683594900000003
5946223,2013,2014-01-24,2708,2013-01-11,0729,56473,,5,5,6,2708,0,0,0,,0,009,"EAST ROMIE LN","CALIFORNIA ST",190.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,D,G,A,A,H,-,-,D,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.6536383,36.661581499999997
5946573,2013,2014-12-01,9730,2013-01-07,1919,019806,,1,2,9,2700,0,1,2,,1,070,"RT 101","ESPINOSA RD",2640.00,N,N,A,-,Y,MON,5,101,-,-,92.060,H,-,N,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,D,-,D,D,5,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6581901,36.738197999999997
5947686,2013,2014-02-06,2706,2013-03-13,1820,103,,3,5,4,2706,0,0,0,,0,003,"NORTH FREMONT ST","AIRPORT RD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,07,0,1,0,0,1,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,0,0
5947706,2013,2014-02-06,2706,2013-03-07,1655,335,MONTE,4,5,4,2706,0,0,0,,0,002,FREMONT,"IRIS CANYON",77.00,E,N,C,-,N,,,,,,,,,,N,4,0,3,3,A,-,03,22350,,N,C,C,A,B,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,0,0
5947713,2013,2014-01-17,9730,2013-01-31,1622,19934,,4,2,9,2700,0,3,5,,2,007,"MORO RD","MIGUEL CANYON RD",30.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,D,0,,,Y,,Y,,A,01,0,0,1,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
6004029,2013,2014-10-31,9730,2013-02-11,1110,018350,,1,1,4,2706,0,1,3,,2,062,"RT 1","IRIS CANYON RD",528.00,S,N,A,-,Y,MON,5,1,-,R,76.380,H,-,N,Y,4,0,1,2,A,-,08,22107,,N,E,I,A,A,H,-,A,D,1,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.582920000000001,-121.89208000000001,MONTEREY,MONTEREY,-121.8922168,36.583076499999997
5990065,2013,2014-01-22,2708,2013-01-31,2135,80573,,4,5,6,2708,0,0,0,,0,011,"FREEDOM PKY","COUGAR DR",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,D,0,,,,,Y,,-,"- ",0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.59817289999999,36.687124900000001
5990069,2013,2014-12-04,2708,2013-01-30,1518,13472,,3,5,6,2708,0,0,0,,0,2L8,ALISAL,"SALINAS ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65601289999999,36.673524999999998
5991280,2013,2014-02-05,2704,2013-02-11,1833,4845,2704,1,5,3,2704,0,0,0,,0,002,"OAK AV","7TH ST",146.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,05,21650,,M,A,E,A,A,H,-,C,D,0,,,,,Y,Y,-,"- ",0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,GREENFIELD,-121.2416819,36.321840700000003
5992185,2013,2014-11-20,9730,2013-03-12,0455,20246,,2,3,9,2700,0,1,2,,1,070,"RT 101","MESSICK RD S",320.00,S,N,A,-,Y,MON,5,101,-,-,96.520,H,-,N,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,D,-,D,D,5,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6600285,36.801534099999998
5992189,2013,2014-02-01,9730,2013-03-12,2006,18312,,2,2,9,2700,0,2,4,,1,073,"SAN MIGUEL CANYON RD","DAMASCUS DR",1584.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
5992193,2013,2014-02-01,9730,2013-03-08,1500,18543,,5,2,9,2700,0,3,5,,2,007,"SAN MIGUEL CANYON RD","LEWIS RD",1056.00,N,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.685372,36.879662000000003
5992197,2013,2014-12-02,9730,2013-03-18,2226,20144,,1,3,9,2700,0,1,2,,1,050,"RT 101","AIRPORT BL",4752.00,S,N,B,-,Y,MON,5,101,-,-,84.720,H,-,N,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,D,D,5,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.648629999999997,-121.61548999999999,MONTEREY,UNINCORPORATED,-121.6150951,36.6480526
5992201,2013,2014-02-01,9730,2013-03-17,1350,17184,,7,1,9,2700,0,3,5,,2,002,"VIEJO RD","AGUAJITO RD",1056.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,05,21650,,N,A,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.8921275,36.5740683
